video_id,title,channel,published_at,published_year,published_month,keyword,category,dimension
h9B6YiDfHPs,Galih Ginanjar Daftar Kasasi ke MA karena Tak Terima Putusan Pengadilan,Tribun Style,2020-07-23T11:11:15Z,2020,7,kasasi MA,institusional,putusan_kontroversial
XMlH1KaSjEk,PK PENINJAUAN KEMBALI dalam Perkara Perdata,Diskusi Hukum,2020-05-08T05:35:51Z,2020,5,peninjauan kembali MA,institusional,putusan_kontroversial
I5ww5u_Q1qY,PENINJAUAN KEMBALI (PK) DALAM PERKARA PIDANA,Diskusi Hukum,2020-08-10T01:43:55Z,2020,8,peninjauan kembali MA,institusional,putusan_kontroversial
Oq8AGI7qGRY,Hukum Pertanahan Nasional - Upaya Hukum Peninjauan Kembali,Leks&Co Lawyers,2020-12-21T11:00:22Z,2020,12,peninjauan kembali MA,institusional,putusan_kontroversial
Hv_F7sD8llI,Peninjauan Kembali Dalam Perkara Pidana,Politik Sosial Agama Hukum,2020-03-09T14:11:40Z,2020,3,peninjauan kembali MA,institusional,putusan_kontroversial
LdGM_kqVAfs,"Upaya Hukum (Perlawanan di PTUN, Banding di PTTUN, Kasasi dan Peninjauan Kembali di Mahkamah Agung)",Rumah Kuorum,2020-06-13T09:50:19Z,2020,6,peninjauan kembali MA,institusional,putusan_kontroversial
tA1rZ3uuYPM,Djoko Tjandra Akan Ajukan Peninjauan Kembali,BeritaSatu,2020-08-03T13:02:31Z,2020,8,peninjauan kembali MA,institusional,putusan_kontroversial
Ng5yt2OTYGY,Jaksa KPK Tak Punya Legal Standing Ajukan Peninjauan Kembali Terhadap Vonis Lepas SAT,Tribunnews,2020-01-09T08:34:18Z,2020,1,peninjauan kembali MA,institusional,putusan_kontroversial
vSCNRufsxwg,Sidang Peninjauan Kembali | 37 Bantuan Hukum Gratis Rumah Pancasila,Rumah Pancasila & Klinik Hukum,2020-03-18T04:34:00Z,2020,3,peninjauan kembali MA,institusional,putusan_kontroversial
kjavc3JA3vI,Pengadilan Negeri Tolak Permohonan Peninjauan Kembali Djoko Tjandra,KOMPASTV,2020-07-29T13:28:31Z,2020,7,peninjauan kembali MA,institusional,putusan_kontroversial
RSHafALG31s,13.5. Peninjauan Kembali,Abdullah Tw,2020-11-24T02:58:25Z,2020,11,peninjauan kembali MA,institusional,putusan_kontroversial
uUSJQHBn-ek,"Di PHK,  Kisah Nyata Buruh Di PHK Sepihak (Peninjauan Kembali/ PK).",Helmi Helmi,2020-10-01T13:16:53Z,2020,10,peninjauan kembali MA,institusional,putusan_kontroversial
p1Kxi7wgkZM,"Perpajakan: Keberatan, banding, dan peninjauan kembali",Anggun Tuff,2020-11-01T09:30:52Z,2020,11,peninjauan kembali MA,institusional,putusan_kontroversial
8MIZYkYpM0c,CARA CARI PUTUSAN SIDANG PENGADILAN TIPIKOR Indonesia DIREKTORI PUTUSAN KORUPSI/MAHKAMAH AGUNG,Pha Noet,2020-02-08T02:39:09Z,2020,2,direktori putusan MA,institusional,layanan_digital_ux
Ip-2B3jLwvI,#KedaiTIPeradilan #Seri12 #BersamaAsepNursobah || Membedah Direktori Putusan Mahkamah Agung,Kedai TI Peradilan,2020-10-21T15:40:28Z,2020,10,direktori putusan MA,institusional,layanan_digital_ux
EgjrHEK1h48,"Launching Direktori Putusan, Penyerahan Anugerah Mahkamah Agung 2020",Pengadilan Tinggi Makassar,2020-08-19T05:28:37Z,2020,8,direktori putusan MA,institusional,layanan_digital_ux
3s8XGl2sFtI,Putusan Mahkamah Agung batalkan hasil Pilpres ??,ELANG MAUT INDONESIA🇲🇨,2020-07-08T09:52:52Z,2020,7,direktori putusan MA,institusional,layanan_digital_ux
quqhyXJDau8,PUTUSAN MAHKAMAH AGUNG ( PERALIHAN ATAS TANAH ),"Muh. Alif Ardin, S.H.",2020-12-05T04:12:26Z,2020,12,direktori putusan MA,institusional,layanan_digital_ux
8m-MAKem-Ws,Upload Jawaban Tergugat di e Court Mahkamah Agung RI | Akun Pencari Keadilan Pengguna Lainnya |,M.Y.R Channel,2020-05-04T12:37:05Z,2020,5,e-court Mahkamah Agung,institusional,layanan_digital_ux
dMlRP7lSe_o,CARA DAFTAR GUGATAN ONLINE / ECOURT MAHKAMAH AGUNG,RAM Law Office,2020-11-07T11:54:27Z,2020,11,e-court Mahkamah Agung,institusional,layanan_digital_ux
-tGkC-c1lGo,2 Ecourt Mahkamah Agung,DILAGAYU TV,2020-06-06T04:39:36Z,2020,6,e-court Mahkamah Agung,institusional,layanan_digital_ux
TrN1oO_GoUQ,"E-Court Mahkamah Agung (MA), Cara Mendaftar sebagai Pengguna Terdaftar E-Court MA",Roni W,2020-03-20T20:54:28Z,2020,3,e-court Mahkamah Agung,institusional,layanan_digital_ux
6QAo-wqczkg,Cara | Tutorial | Mendaftarkan Perkara Gugatan Secara Online Ke e-Court Mahkamah Agung RI,M.Y.R Channel,2020-04-02T06:10:20Z,2020,4,e-court Mahkamah Agung,institusional,layanan_digital_ux
AL3pq5aEyJE,Upload Replik Penggugat di e Court Mahkamah Agung RI | Akun Pencari Keadilan Pengguna Lainnya,M.Y.R Channel,2020-05-04T12:39:54Z,2020,5,e-court Mahkamah Agung,institusional,layanan_digital_ux
Ebx3GL3RSMU,pendaftaran e Court Mahkamah Agung,Pengadilan Tinggi Agama Kendari,2020-06-27T15:05:14Z,2020,6,e-court Mahkamah Agung,institusional,layanan_digital_ux
h5pTPLFzzqI,"E-Court Mahkamah Agung, Langkah-langkah Mendaftar Sebagai Pengguna Terdaftar E-Court MA",Roni W,2020-03-20T20:47:18Z,2020,3,e-court Mahkamah Agung,institusional,layanan_digital_ux
2OUc2TEm4EE,E - court Mahkamah Agung,Belajar Hukum Milenial,2020-09-16T20:59:44Z,2020,9,e-court Mahkamah Agung,institusional,layanan_digital_ux
Hry1jhzIQ4g,Tutorial Pendaftaran Perkara Online Melalui e-Court Mahkamah Agung,LKBH IBLAM,2020-07-19T06:59:08Z,2020,7,e-court Mahkamah Agung,institusional,layanan_digital_ux
WfjPwkmL3WQ,"E-Court Mahkamah Agung (MA), Ruang Lingkup E-Court Sistem Peradilan Di Indonesia.",Roni W,2020-03-20T21:02:49Z,2020,3,tutorial e-court Indonesia,tutorial_website,layanan_digital_ux
4jmuPouRJ6w,Review Lengkap Tentang e-Court di Indonesia,Advokat Indonesia,2020-04-28T22:02:52Z,2020,4,tutorial e-court Indonesia,tutorial_website,layanan_digital_ux
Et0CvqvozP8,Pendaftaran Perkara Melalui E-Court,PENGADILAN AGAMA SAMARINDA KELAS I-A,2020-02-13T07:39:41Z,2020,2,tutorial e-court Indonesia,tutorial_website,layanan_digital_ux
Sbq3ETY1L7E,Webinar dan Diskusi Ilmiah - Memahami Praktek dan Manfaat Peradilan Elektronik (e-Court),Seputar E-Court,2020-11-07T19:43:49Z,2020,11,tutorial e-court Indonesia,tutorial_website,layanan_digital_ux
eG8oqcvf_9A,Petunjuk e-Court Mahkamah Syar&#39;iyah Aceh,Mahkamah Syar'iyah Aceh,2020-12-21T06:21:53Z,2020,12,tutorial e-court Indonesia,tutorial_website,layanan_digital_ux
eLZi-j0vTpM,Tutorial Pendaftaran e-Court Pengadilan Agama Painan,Pengadilan Agama Painan,2020-07-01T02:38:23Z,2020,7,tutorial e-court Indonesia,tutorial_website,layanan_digital_ux
_O3-bZw5izU,Tutorial Pendaftaran Perkara Secara Elektronik (e-Court) - Pengadilan Agama Padang Kelas IA,Pengadilan Agama Padang,2020-06-30T00:52:10Z,2020,6,tutorial e-court Indonesia,tutorial_website,layanan_digital_ux
XbzYvzYqbZs,Tutorial Pendaftaran Perkara Secara Elektronik (e-Court) |  Pengadilan Agama Pariaman Kelas I. B,Pengadilan Agama Pariaman,2020-07-07T13:25:21Z,2020,7,tutorial e-court Indonesia,tutorial_website,layanan_digital_ux
9wr7ui1_Hdo,Pelayanan Perkara Online melalui E-Court,PENGADILAN NEGERI BENGKAYANG,2020-09-10T02:07:18Z,2020,9,tutorial e-court Indonesia,tutorial_website,layanan_digital_ux
TLD6JUw9WLw,PENDAFTARAN ECOURT DI PENGADILAN AGAMA SOLOK,Pengadilan Agama Solok,2020-07-01T09:51:11Z,2020,7,cara daftar e-court,tutorial_website,layanan_digital_ux
jH05izfK5Fc,#1  Tutorial Cara Mendaftar Akun e-Court Bagi Pengacara/Advokat,Jas Hukum,2020-04-17T14:51:01Z,2020,4,cara daftar e-court,tutorial_website,layanan_digital_ux
tWmtPw0QRgc,Pendaftaran Gugatan Sederhana Melalui E-Court,Pengadilan Negeri Rengat Kelas II,2020-02-17T02:17:23Z,2020,2,cara daftar e-court,tutorial_website,layanan_digital_ux
oB_baov35cE,Tutorial Pendaftaran e-court di Pengadilan Agama Muara Labuh,Pengadilan Agama Muara Labuh,2020-07-01T02:47:34Z,2020,7,cara daftar e-court,tutorial_website,layanan_digital_ux
wCGoTVX9_68,Upload &amp; Verifikasi Putusan via Ecourt Mahkamah Agung RI,Abil Arqom,2020-05-29T04:47:52Z,2020,5,cara download putusan MA,tutorial_website,layanan_digital_ux
6E4wGdC2Byc,PUTUSAN Main - mAin ( MA ),Ebi Baonk,2020-07-14T05:04:01Z,2020,7,cara download putusan MA,tutorial_website,layanan_digital_ux
EbaYBPb13GE,CEKLIST PUTUSAN DI E-COURT OLEH MAJELIS HAKIM SATKER/TINGKAT PERTAMA AGAR BISA BANDING ELEKTRONIK,M.Y.R Channel,2020-10-06T06:59:55Z,2020,10,cara download putusan MA,tutorial_website,layanan_digital_ux
_aEJvIIhjZ8,Upaya Hukum BANDING Secara ELEKTRONIK (E-COURT PERKARA TINGKAT PERTAMA KE E-COURT TINGKAT BANDING),M.Y.R Channel,2020-09-07T11:37:29Z,2020,9,tutorial SIPP pengadilan,tutorial_website,layanan_digital_ux
I_iRQfoXIK0,"Pendaftaran Perkara, Panggilan dan Persidangan secara Online Via Ecourt PN Sumber",PN Sumber,2020-08-11T05:01:40Z,2020,8,cara cek jadwal sidang online,tutorial_website,layanan_digital_ux
ZJCMk95oew0,Cara Kirim Relaas Panggilan  / Pemberitahuan Putusan Via Ecourt   Panggilan Elektronik,Abil Arqom,2020-06-11T09:24:07Z,2020,6,cara cek jadwal sidang online,tutorial_website,layanan_digital_ux
gDgBRdrBR_Y,Cara Mengisi Aplikasi SIPP,Bagian Organisasi Setda Kab. Karangasem,2020-10-14T02:24:37Z,2020,10,cara pakai aplikasi SIPP,tutorial_website,layanan_digital_ux
TSXgPdARb4c,PENDAFTARAN APLIKASI SIPP BPJAMSOSTEK,Muhamad Efendi,2020-01-28T17:00:12Z,2020,1,cara pakai aplikasi SIPP,tutorial_website,layanan_digital_ux
Lvxe8UHmZD4,DAFTAR APLIKASI SIPP ONLINE BPJS KETENAGAKERJAAN 2020,Sukmayasa_ID,2020-08-10T04:23:25Z,2020,8,cara pakai aplikasi SIPP,tutorial_website,layanan_digital_ux
3lmxLLZ0nZ8,Cara Daftar SIPP Online BPJS Ketenagakerjaan,setya adi chandra,2020-09-14T15:32:03Z,2020,9,cara pakai aplikasi SIPP,tutorial_website,layanan_digital_ux
yjNgMkIOULY,PANDUAN SIPP ONLINE BPJS KETENAGAKERJAAN,Sukmayasa_ID,2020-08-31T01:31:37Z,2020,8,cara pakai aplikasi SIPP,tutorial_website,layanan_digital_ux
m779pKP8tEY,Petunjuk Menggunakan Aplikasi SIPP Disdukcapil PALI,DISDUKCAPIL PALI Official,2020-12-16T23:45:38Z,2020,12,cara pakai aplikasi SIPP,tutorial_website,layanan_digital_ux
NgZXD_an6gA,Video Tutorial Penggunaan Sistem Informasi Perangkat Pembelajaran (SIPP) di TK-- Akun Kepala Sekolah,PG PAUD UAI,2020-11-06T09:19:18Z,2020,11,cara pakai aplikasi SIPP,tutorial_website,layanan_digital_ux
jx58lcHCkGQ,TUTORIAL CARA DAFTAR DAN NON AKTIF SECARA MASSAL DI SIPP ONLINE BPJAMSOSTEK !,Subuhadi Productions,2020-05-07T05:34:29Z,2020,5,cara pakai aplikasi SIPP,tutorial_website,layanan_digital_ux
XOymnYDMm4U,Cara Login SIPP Online Bpjs Ketenagakerjaan.. llSelamat Mencoba...!!!,I I,2020-06-21T07:22:15Z,2020,6,cara pakai aplikasi SIPP,tutorial_website,layanan_digital_ux
0bvsplX48vs,Cara Membuat Akun Perizinan Online SIPP,Nursing Update,2020-06-13T15:27:03Z,2020,6,cara pakai aplikasi SIPP,tutorial_website,layanan_digital_ux
kQ6YiA4klec,[PENINDAKAN] KONFERENSI PERS PENETAPAN DAN PENAHANAN TERSANGKA PERKARA SUAP DI MAHKAMAH AGUNG,KPK RI,2021-01-10T13:45:38Z,2021,1,suap Mahkamah Agung,institusional,integritas_korupsi
Y-ki9Nwgqw0,"Terbukti Terima Suap Rp48 Miliar, Eks Sekertaris MA Divonis 6 Tahun Penjara - BIP 11/03",Buletin iNews GTV,2021-03-11T02:53:33Z,2021,3,suap Mahkamah Agung,institusional,integritas_korupsi
gcNh8wh_cgE,"Nurhadi Eks Sekretaris MA Dituntut 12 Tahun Penjara, Ternyata Sempat Jadi Buron KPK",KOMPASTV,2021-03-03T02:45:27Z,2021,3,suap Mahkamah Agung,institusional,integritas_korupsi
iaCTcgSGHQM,"Mantan Sekertaris MA, Nurhadi Divonis Enam Tahu Penjara dan Denda Rp500 Juta - iNews Malam 10/03",Official iNews,2021-03-11T01:52:59Z,2021,3,suap Mahkamah Agung,institusional,integritas_korupsi
Zvb-m06sxUE,LIVE - Sidang Vonis Eks Sekretaris MA Nurhadi Terkait Kasus Dugaan Suap dan Gratifikasi Senilai 46 M,KOMPASTV,2021-03-10T14:00:52Z,2021,3,suap Mahkamah Agung,institusional,integritas_korupsi
UDd7YI_tqSU,"Sidang Suap Fatwa MA Kembali Digelar, Jaksa Pinangki Klaim Pernah Laporkan Keberadaan Djoko Tjandra",Tribunnews,2021-01-06T13:09:01Z,2021,1,suap Mahkamah Agung,institusional,integritas_korupsi
Xgj-eyJ8nzY,Istri mantan hakim beber dugaan mafia peradilan MA,MBAH HEYI,2021-09-08T09:49:32Z,2021,9,mafia peradilan,institusional,integritas_korupsi
tHr--jcm3a0,"Ada Mafia Peradilan atas kemenangan Kasasi MA , Punjer Madiun.",PSHT SEDUNIA LOYALIS Madiun,2021-02-28T11:52:25Z,2021,2,mafia peradilan,institusional,integritas_korupsi
JDFwfmb4yok,Cara mencari Putusan tertentu di Direktori Putusan Mahkamah Agung RI,Adil Fakhru Roza,2021-08-05T04:49:52Z,2021,8,putusan Mahkamah Agung,institusional,putusan_kontroversial
XVaczRqrfW8,"Putusan Perkara 2020 Terbanyak Sepanjang Sejarah, Presiden Puji Mahkamah Agung",Vibizmedia,2021-02-17T07:52:08Z,2021,2,putusan Mahkamah Agung,institusional,putusan_kontroversial
YUSvTIErbE0,Muannas Alaiddin : Putusan Mahkamah Agung Akhiri Polemik KPK,Cahaya Informasi,2021-06-30T00:50:45Z,2021,6,putusan Mahkamah Agung,institusional,putusan_kontroversial
MJXBFI2hjgg,PUTUSAN MAHKAMAH AGUNG AKHIRI POLEMIK TWK KPK,Budaya Viral,2021-06-30T01:52:57Z,2021,6,putusan Mahkamah Agung,institusional,putusan_kontroversial
JdXVi9PK2x0,Permohonan Kasasi ditolak Mahkamah Agung,KOMPASTV DEWATA,2021-05-23T04:00:05Z,2021,5,putusan Mahkamah Agung,institusional,putusan_kontroversial
Txjn8HLeEjg,Ecourt Mahkamah Agung,PN Bangil,2021-11-26T01:23:19Z,2021,11,putusan Mahkamah Agung,institusional,putusan_kontroversial
MO-DgdLSIe4,Eksaminasi Publik Putusan Mahkamah Agung terhadap SKB 3 Menteri tentang Busana,Komnas Perempuan,2021-09-22T11:56:39Z,2021,9,putusan Mahkamah Agung,institusional,putusan_kontroversial
8U0-px3EhLA,PUTUSAN MAHKAMAH AGUNG AKHIRI POLEMIK TWK KPK,Nina Azahra,2021-06-29T00:41:31Z,2021,6,putusan Mahkamah Agung,institusional,putusan_kontroversial
-QsgH1wnmnI,MARI Berbincang Eps 2: &quot;Wajah Baru Kepaniteraan Mahkamah Agung RI&quot;,Mahkamah Agung Republik Indonesia,2021-05-03T07:48:27Z,2021,5,putusan Mahkamah Agung,institusional,putusan_kontroversial
rGeVWhdytZI,Tim Yutuber Siapkan Langkah Hukum Pasca Putusan Mahkamah Agung,Lampung Post Update,2021-02-02T07:10:35Z,2021,2,putusan Mahkamah Agung,institusional,putusan_kontroversial
8noPgQLfONk,Kenalan Lebih Dekat dengan Mahkamah Agung,Beneran Indonesia,2021-12-15T07:55:03Z,2021,12,putusan Mahkamah Agung,institusional,putusan_kontroversial
6FdqW9xmkpk,"MA Tolak Permohonan Kasasi, Aulia Kusuma Vonis Mati Kasus - iNews Malam 18/02",Official iNews,2021-02-19T02:49:48Z,2021,2,vonis MA,institusional,putusan_kontroversial
8t9pXbJxnrU,"MA Naikkan Hukuman Djoko Tjandra: 3,5 Tahun Vonis dari Pengadilan Tinggi Dianulir | Narasi Newsroom",Narasi Newsroom,2021-11-18T08:30:01Z,2021,11,vonis MA,institusional,putusan_kontroversial
8HBNhLXPiVE,MA Resmi Tolak Ajukan Kasasi Vonis Mati Aulia Kesuma  - iNews Pagi 19/02,Official iNews,2021-02-19T03:07:18Z,2021,2,vonis MA,institusional,putusan_kontroversial
QJiOD_V1qX4,PUTUSAN MA KABULKAN GUGATAN EVA   DEDI,REDAKSI SIGERTV,2021-01-28T14:24:33Z,2021,1,vonis MA,institusional,putusan_kontroversial
FNtPswKysYA,"AKHIRNYA MA Potong Vonis IBHABIB RS. MPS : Alhamdulillah, Terimakasih Pak HAKIM",MPS Mayor Purn Saleh,2021-11-15T13:27:17Z,2021,11,vonis MA,institusional,putusan_kontroversial
YkgaOskuqvQ,MA BATALKAN VONIS BEBAS TERDAKWA PEMERKOSA ANAK,KOMPASTV ACEH,2021-09-24T13:12:28Z,2021,9,vonis MA,institusional,putusan_kontroversial
vEKBFaDLTvw,Putusan MA sudah dan konstitusional,Irma waty,2021-07-01T02:25:48Z,2021,7,vonis MA,institusional,putusan_kontroversial
2Jk03kdgL24,Putusan MA Pelaksanaan TWK Sudah Sesuai UU Yang Berlaku,Gerbang Depan,2021-06-25T13:33:36Z,2021,6,vonis MA,institusional,putusan_kontroversial
QmEQCUhPLfc,Putusan MA tentang hakim pejabat negara,TESSY Kartika,2021-06-30T14:59:04Z,2021,6,vonis MA,institusional,putusan_kontroversial
ZW9XXVi_vqU,Dukung Putusan MA,Berita sulut,2021-09-05T15:48:18Z,2021,9,vonis MA,institusional,putusan_kontroversial
JggotnVDJd8,Putusan MA tentang pelaksanaan Tes TWK Pegawai KPK,Raiso Community,2021-06-25T13:01:43Z,2021,6,vonis MA,institusional,putusan_kontroversial
kqkkLM1Bqjk,Putusan MA Terkait Putusan TWK Adalah SAH,Agustinus Waropen,2021-06-27T00:07:28Z,2021,6,vonis MA,institusional,putusan_kontroversial
---YyR1yvhc,"PUTUSAN MA, SELEKSI ANGGOTA KPK DENGAN TWK SAH DAN KONSTITUSIONAL",Komunitas Anti Baper,2021-06-28T04:36:42Z,2021,6,vonis MA,institusional,putusan_kontroversial
fpSOetzceVg,"MK Sebut TWK Sah dan Konstitusional, KPK Tunggu Putusan MA",Sang Penantang,2021-09-22T05:51:24Z,2021,9,vonis MA,institusional,putusan_kontroversial
s3MlTUhOcyM,BIAR MAS AGUS PAHAM DAN BACA HASIL PUTUSAN KASASI MA 🙏🙏,Orang Dalam,2021-05-28T04:09:29Z,2021,5,kasasi MA,institusional,putusan_kontroversial
6ST1e65PbFo,"Terdakwa Sumur Bor Bebas, Jaksa Daftar Kasasi Ke MA",Tabengan TV,2021-04-27T04:53:22Z,2021,4,kasasi MA,institusional,putusan_kontroversial
m8sP0t5w6XY,Putusan Kasasi MA No 40 K/pdt.sus-HKI/2021,Budy terate,2021-05-19T14:23:24Z,2021,5,kasasi MA,institusional,putusan_kontroversial
8lsEn0nGkD8,Putusan Kasasi MA No.40 K/Pdt.Sus-HKI/2021: Menolak Seluruh Gugatan Muhammad Taufiq,SH TERATE KITA,2021-05-19T08:34:09Z,2021,5,kasasi MA,institusional,putusan_kontroversial
5Dt5ngBgl-M,Putusan Kasasi MA No.40 K/Pdt.Sus-HKI/2021: Menolak Seluruh Gugatan Muhammad Taufiq,SH TERATE KITA,2021-05-19T07:54:24Z,2021,5,kasasi MA,institusional,putusan_kontroversial
o837GNAUNNU,"Kasasi JPU Ditolak MA, Jerinx SID Dikabarkan Segera Bebas dalam Waktu Dekat",Tribunnews,2021-05-18T14:52:15Z,2021,5,kasasi MA,institusional,putusan_kontroversial
nklQDZQ2PkU,MA menolak kasasi Jaksa (@INews Tv),hamr_official,2021-04-14T08:23:46Z,2021,4,kasasi MA,institusional,putusan_kontroversial
qHnLjHTaVfU,"MA Kabulkan Kasasi, Ratusan Warga 16 Ulu Akan Pertahankan Lahan || INFO HARI INI",PALPOS CHANNEL,2021-12-13T06:00:26Z,2021,12,kasasi MA,institusional,putusan_kontroversial
KKkglqyxLNs,"Kasasi JPU Ditolak MA, Begini Reaksi Kubu Habib Rizieq",JPNN.COM,2021-10-12T09:00:16Z,2021,10,kasasi MA,institusional,putusan_kontroversial
ctb1RAOEUcI,"Kasasi Ditolak MA, Djoko Tjandra Tetap Dihukum 2,5 Tahun Penjara •|| Daily News ||•",WartaWartaTv,2021-07-09T14:34:23Z,2021,7,kasasi MA,institusional,putusan_kontroversial
DQmRbZkbWfQ,"MA Tolak Permohonan Kasasi, Jerinx SID Segera Bebas dari Penjara",Kompascom Reporter on Location,2021-05-21T12:29:23Z,2021,5,kasasi MA,institusional,putusan_kontroversial
JgchxKL3NvI,"Ajukan Kasasi Vonis Bebas Samin Tan, KPK: Hakim Tak Terapkan Hukum Sebagaimana Mestinya",Tribunnews,2021-09-10T15:01:35Z,2021,9,kasasi MA,institusional,putusan_kontroversial
eh8DtBc_9-w,Mahkamah Agung Kabulkan Peninjauan Kembali Djoko Susilo,BeritaSatu,2021-05-08T04:03:47Z,2021,5,peninjauan kembali MA,institusional,putusan_kontroversial
uC-OxfHc4as,Materi lanjutan Peninjauan Kembali,NIKEN WAHYUNING RETNO MUMPUNI,2021-06-15T07:54:17Z,2021,6,peninjauan kembali MA,institusional,putusan_kontroversial
OnyFdzH3FbY,Cara Membuat dan Mengajukan Peninjauan Kembali Agar Dikabul oleh Majelis Hakim PK,Saiful Anam & Partners,2021-06-26T16:56:49Z,2021,6,peninjauan kembali MA,institusional,putusan_kontroversial
cT6kCMg-IoM,"#SIPTALK: Peninjauan Kembali | Ikra Rhama, S.H., M.H., C.L.A",SIP Law Firm,2021-09-27T08:33:23Z,2021,9,peninjauan kembali MA,institusional,putusan_kontroversial
iqOTOUtLSik,MEMAHAMI PENINJAUAN KEMBALI (PK) UPAYA HUKUM LUAR BIASA,RSP LAW AUDITOR,2021-06-15T07:24:21Z,2021,6,peninjauan kembali MA,institusional,putusan_kontroversial
cL3ZanLnG1Y,"PERMOHONAN PK (PENINJAUAN KEMBALI) TANPA BUKTI BARU atau NOVUM , Boleh atau Tidak ???",LE Chennel,2021-04-09T07:54:45Z,2021,4,peninjauan kembali MA,institusional,putusan_kontroversial
eIHO9Kytsrs,Upaya Hukum Peninjauan Kembali dalam Ruang Lingkup PTUN HUKUM ACARA PTUN B1,ZN,2021-05-30T13:59:37Z,2021,5,peninjauan kembali MA,institusional,putusan_kontroversial
h4SwhZ-sMzQ,Peninjauan Kembali Dalam Perkara Pidana,Politik Sosial Agama Hukum,2021-03-19T15:57:54Z,2021,3,peninjauan kembali MA,institusional,putusan_kontroversial
m01beZ4mZfI,"Zumi Zola Ajukan Peninjauan Kembali atas Kasus Suap dan Gratifikasi , Ini Pesan KPK Buat MA",Tribun Style,2021-01-07T04:10:05Z,2021,1,peninjauan kembali MA,institusional,putusan_kontroversial
clg6yECcAT8,"Hukuman Dipotong Dua Tahun, Rizieq Ajukan Peninjauan Kembali ke MA #iNewsMalam 16/11",Official iNews,2021-11-17T02:31:02Z,2021,11,peninjauan kembali MA,institusional,putusan_kontroversial
cR5pewYDD2I,Analisis Yuridis Kasus Putusan MA No 557 PK/PDT/20202 (Video Presentasi Kelompok 8 Hukum Perikatan),Sacha,2021-12-15T15:21:53Z,2021,12,peninjauan kembali MA,institusional,putusan_kontroversial
HnuTDNP5Ebs,Apa itu PK &quot; Peninjauan Kembali &quot; dalam hukum ... ?!?,Hendro Kusumo Advokat / pengacara,2021-10-27T01:47:02Z,2021,10,peninjauan kembali MA,institusional,putusan_kontroversial
Ab2fmutnDYs,Inovasi dan Kolaborasi PPID Mahkamah Agung RI 2021,PPID Mahkamah Agung RI,2021-09-15T14:51:17Z,2021,9,direktori putusan MA,institusional,layanan_digital_ux
-LTe_GdRX60,PENINJAUAN KEMBALI PUTUSAN MAHKAMAH AGUNG ATAS GUGATAN IZIN LINGKUNGAN PLTU BATUBARA TELUK SEPANG,Kanopi Bertutur,2021-09-22T02:07:47Z,2021,9,direktori putusan MA,institusional,layanan_digital_ux
l8rt9eWRGZ8,Eksekusi DPO Putusan MA,Kejaksaan Negeri Sambas,2021-10-27T17:41:34Z,2021,10,direktori putusan MA,institusional,layanan_digital_ux
tJRfKR4Q8OI,Sistem Penanganan Perkara di MA,Asep Nursobah MA-RI Channel,2021-11-30T05:34:02Z,2021,11,direktori putusan MA,institusional,layanan_digital_ux
vMGh0YOcIts,Penerima Anugerah Mahkamah Agung 2021,Mahkamah Agung Republik Indonesia,2021-08-19T03:59:08Z,2021,8,direktori putusan MA,institusional,layanan_digital_ux
ytfaTUv6Q1s,Cara mengecek putusan kasasi hak merek PSHT || PN SURABAYA || Link di diskripsi,RANTING SAMBUNG MACAN PUSAT MADIUN,2021-02-05T10:02:08Z,2021,2,direktori putusan MA,institusional,layanan_digital_ux
7MCIzjFw1Xk,"Ganti Rugi Lahan Bendungan Bagong, MA Kabulkan Kasasi BPN Trenggalek, Keberatan Warga Ditolak? -bioz",Bioz TV,2021-04-07T02:28:36Z,2021,4,direktori putusan MA,institusional,layanan_digital_ux
C3FW-FJb9QI,Mencari Putusan perkara yang diputus di tingkat Kasasi,Adil Fakhru Roza,2021-08-05T05:16:30Z,2021,8,direktori putusan MA,institusional,layanan_digital_ux
RL8tLzeSIk0,Ecourt Mahkamah Agung,Pengadilan Negeri Wates,2021-06-16T04:30:09Z,2021,6,e-court Mahkamah Agung,institusional,layanan_digital_ux
HMGTGERs6pU,E-Court Mahkamah Agung RI,pengacarakampung13,2021-05-15T02:48:14Z,2021,5,e-court Mahkamah Agung,institusional,layanan_digital_ux
byKXyf86V7Y,SIDANG PENGADILAN ONLINE LOHH... KOK BISA??? INTIP e-Court MAHKAMAH AGUNG YUK.,My Perpust Hukum ,2021-09-28T08:23:49Z,2021,9,e-court Mahkamah Agung,institusional,layanan_digital_ux
YwHwn2Mg9Ck,Tata Cara Pendaftaran Perkara di E-court Mahkamah Agung Republik indonesia,Genu Channel,2021-12-31T12:42:55Z,2021,12,e-court Mahkamah Agung,institusional,layanan_digital_ux
kFU3BrAXUUI,E court Mahkamah Agung RI,PN Tanjung Selor,2021-08-02T03:36:02Z,2021,8,e-court Mahkamah Agung,institusional,layanan_digital_ux
JYDPeEwq0tY,Tata Cara E-Litigasi E-Court Mahkamah Agung,Pengadilan Negeri Jambi,2021-07-21T07:33:00Z,2021,7,e-court Mahkamah Agung,institusional,layanan_digital_ux
G7UMyaJ8_wo,"Video Tutorial Menggunakan E-court Mahkamah Agung RI oleh Ibu Febriyanti Melania Jehalu., S.H.",Pengadilan Negeri Rote Ndao,2021-06-07T07:19:25Z,2021,6,e-court Mahkamah Agung,institusional,layanan_digital_ux
