video_id,title,channel,published_at,published_year,published_month,keyword,category,dimension
V8PcxW6_kA8,HUT ke-81 Mahkamah Agung | Sambutan dan Pesan YM Ketua MA,Humas Mahkamah Agung RI,2026-08-19T02:00:52Z,2026,8,putusan Mahkamah Agung,institusional,putusan_kontroversial
tiqKhPNDOwM,Nasib Praperadilan dr Tifa &amp; Aturan Baru SEMA Mahkamah Agung | FULL INTERUPSI | 21/08,SINDOnews,2026-08-22T13:00:31Z,2026,8,putusan Mahkamah Agung,institusional,putusan_kontroversial
8tDYskVLBo4,Kasus Gratifikasi MA: Nurhadi Divonis 5 Tahun Penjara - [Top News],METRO TV ,2026-04-01T14:04:04Z,2026,4,putusan Mahkamah Agung,institusional,putusan_kontroversial
5nF7_IxsqQc,KETUA MA TEGASKAN: PUTUSAN BEBAS TAK BISA DIBANDING &amp; DIKASASI!,Media Indonesia,2026-08-21T00:36:39Z,2026,8,putusan Mahkamah Agung,institusional,putusan_kontroversial
7ACZQcnIiPg,Aturan Baru MA Stop Perlawanan Tifa | AKIM,tvOneNews ,2026-08-22T14:04:27Z,2026,8,putusan Mahkamah Agung,institusional,putusan_kontroversial
CozO2JvXQ_8,Mahkamah Agung Respons Ralat Rekomendasi Komisi Yudisial soal Dugaan Pelanggaran Etik Hakim,KOMPASTV ACEH,2026-08-06T09:30:31Z,2026,8,putusan Mahkamah Agung,institusional,putusan_kontroversial
dP2wbHrdhvI,Sejarah Baru! Sudharmawatiningsih Jadi Perempuan Pertama Panitera Mahkamah Agung - MA NEWS,KOMPASTV,2026-04-02T03:45:13Z,2026,4,putusan Mahkamah Agung,institusional,putusan_kontroversial
nMJfcVR1co0,Analisis Putusan Mahkamah Agung No. 904 K/PDT.SUS/2009 dalam Perspektif Hukum Perdata Internasional,NAUFAL DZAKI,2026-05-31T21:28:59Z,2026,5,putusan Mahkamah Agung,institusional,putusan_kontroversial
-RmtSmVkrkI,VONIS TOK! Eks Sekretaris MA Nurhadi Dihukum 5 Tahun Penjara &amp; Bayar Rp123 Miliar!,GARUDA TV,2026-04-01T23:11:13Z,2026,4,vonis MA,institusional,putusan_kontroversial
DzLcuSrJhBE,"Putusan MA, Maia ceraikan Ahmad Dhani karena selingkuh dengan Mulan",KucingPintar,2026-05-01T03:15:48Z,2026,5,vonis MA,institusional,putusan_kontroversial
Wm7sGtsS0Ec,Putusan MA Kasus Pajak:  Bukti adalah Segalanya (Tolak),Analisis Putusan,2026-07-02T04:31:39Z,2026,7,vonis MA,institusional,putusan_kontroversial
vMoF6Z5Yqb4,ANALISIS PUTUSAN DESAIN INDUSTRI: KASUS KACA HELM vs NOVELTY | Putusan MA No.50 K/Pdt.Sus-HKI/2025,Nabila Indi,2026-04-29T18:46:47Z,2026,4,vonis MA,institusional,putusan_kontroversial
XX8vdvpwax0,"RAZMAN Tak Bisa Lagi Melawan, MA Tolak Kasasi, Kini Jalani Vonis 1,5 Tahun Penjara.",realita hari ini,2026-05-20T00:58:09Z,2026,5,vonis MA,institusional,putusan_kontroversial
iOfQb7cVnik,"Putusan Sudah Inkrah! MA Sudah Putus NCD Tak Sah, Unibank Sudah Pernah Digugat",Inilahcom,2026-05-28T01:59:50Z,2026,5,vonis MA,institusional,putusan_kontroversial
qe3OdpRx8yY,"FULL PANAS! Jaksa Sebut Nota Perlawanan Dokter Tifa Cacat Logika, Putusan MA Mutlak",Lintas iNews MNCTV,2026-07-17T07:16:57Z,2026,7,vonis MA,institusional,putusan_kontroversial
FtuFCgquJEA,"MA Tolak PK Tamron dalam Kasus Korupsi Timah, Tetap Vonis 18 Tahun Penjara  #hukum #berita #korupsi",Meja Hijau,2026-08-07T05:00:02Z,2026,8,vonis MA,institusional,putusan_kontroversial
YgdF-vlY3e8,"TERKUAK! KASUS HAK CIPTA GEN HALILINTAR SUDAH PUTUSAN MA, APAKAH AKAN BAYAR GANTI RUGI? | THROW BACK",STARPRO Indonesia,2026-04-08T14:30:33Z,2026,4,vonis MA,institusional,putusan_kontroversial
YuvQzefLqfQ,Analisis Putusan MA No. 1050 K/Pid/2016: Tindak Pidana Pemalsuan Surat Ahli Waris,hasanah nur alyah,2026-06-22T13:13:59Z,2026,6,vonis MA,institusional,putusan_kontroversial
Bdf11ypODJA,"Kasasi Perkuat Vonis 1,5 Tahun Penjara, Razman Nasution: Saya Menerima Putusan MA #matalokal",Mata Lokal,2026-05-28T00:29:59Z,2026,5,vonis MA,institusional,putusan_kontroversial
D-6WODxTIn8,Analisis Yuridis Tindak Pidana Pemalsuan Surat (Studi Putusan MA No. 811 K/Pid/2015) || UAS TIPITER,Radika Mulia,2026-06-21T09:53:23Z,2026,6,vonis MA,institusional,putusan_kontroversial
5QjPy2tT1LM,"Prabowo: 96,74% Perkara MA Selesai Kurang dari 3 Bulan",ARTILERI,2026-09-02T11:04:32Z,2026,9,vonis MA,institusional,putusan_kontroversial
KvWkK7Go_Dk,Mahkamah Agung Terbitkan SEMA Nomor 2 Tahun 2026 sebagai Pedoman Kasasi Pidana | MA NEWS,KOMPASTV,2026-07-18T02:24:10Z,2026,7,kasasi MA,institusional,putusan_kontroversial
xslocxo-MnY,"Kasasi Ditolak MA, Razman Nasution Tetap Dihukum 1,5 Tahun Penjara di Kasus Hotman Paris",Official iNews,2026-05-19T13:39:33Z,2026,5,kasasi MA,institusional,putusan_kontroversial
rZgoy2o-3IE,Fitri Salhuteru Sindir Nikita Mirzani Soal Surat Terbuka Usai Kasasi Ditolak Mahkamah Agung,Tribunnews,2026-03-16T14:30:43Z,2026,3,kasasi MA,institusional,putusan_kontroversial
t-iZMbt3CPE,"Kasasi Ditolak MA, Razman Nasution Langsung Minta Maaf usai Bikin Gaduh Sidang | iNews Terkini",Official iNews,2026-05-27T13:13:11Z,2026,5,kasasi MA,institusional,putusan_kontroversial
GyDqSlr59po,"BREAKING NEWS! Kasasi Ditolak Pihak MA, Ini Reaksi Razman Arif Nasution",Cumicumi,2026-05-21T15:21:23Z,2026,5,kasasi MA,institusional,putusan_kontroversial
ojDRd7RXuQw,Mahkamah Agung Gelar Sosialisasi SEMA Nomor 2 Tahun 2026 Soal Pedoman Kasasi | MA NEWS,KOMPASTV,2026-08-23T16:49:03Z,2026,8,kasasi MA,institusional,putusan_kontroversial
UZr3SfC7Z_E,"BREAKING NEWS! Kasasi di Tolak Pihak MA, &amp; Razman Minta Maaf Kepada Ketua MA",Cumicumi,2026-05-27T10:38:13Z,2026,5,kasasi MA,institusional,putusan_kontroversial
F3Ij1MmY2_8,"Kasasi Ditolak MA, Razman Tetap Dipenjara 1,5 Tahun buntut Pencemaran Nama Baik Hotman Paris",HOTMAN PARIS Fans,2026-05-20T15:18:45Z,2026,5,kasasi MA,institusional,putusan_kontroversial
xp_DUxgVOYg,"Kasasi Ditolak MA, Roys Suryo Langsung Punya Kesempatan Menyerang Minta Razman Segera Dipenjara!!",iNews Jateng,2026-05-21T08:52:55Z,2026,5,kasasi MA,institusional,putusan_kontroversial
ygzU0NmrGp8,"5 Fakta Kasasi Razman Ditolak MA: Hotman Desak Bui, Farhat Abbas Beri Sorotan Tajam! | CUMI TOP V",Cumicumi,2026-05-23T03:30:23Z,2026,5,kasasi MA,institusional,putusan_kontroversial
EZpI938z75w,"Sempat Kecewa Kasasi Ditolak, Nikita Mirzani Kembali Optimis Bisa Bebas dari Kasus Pemerasan",Tribun Sulbar Official,2026-04-01T03:51:35Z,2026,4,kasasi MA,institusional,putusan_kontroversial
yadCh8d3jeE,KASASI RAZMAN DITOLAK MA! AGS LANGSUNG MENYERANG:  KREDIBILITAS PEMBELA JOKOWI RUNTUH?,Orasi Kritis,2026-05-19T12:40:00Z,2026,5,kasasi MA,institusional,putusan_kontroversial
WfsQe6aqVNg,🔴LIVE LANGKAH HUKUM RAZMAN SETELAH KASASI DITOLAK MAHKAMAH AGUNG | 27/05,Official iNews,2026-05-27T10:03:25Z,2026,5,kasasi MA,institusional,putusan_kontroversial
E6JobRVU0e8,"Kasasi Nikita Mirzani Ditolak MA, Manajer Singgung Upaya PK",Tribun Sorong,2026-04-16T02:45:04Z,2026,4,kasasi MA,institusional,putusan_kontroversial
a2kkvBCCn4A,"GEGER! Kasasi Ditolak MA, Razman Belum Menyerah dan Siap Ajukan Peninjauan Kembali",Trijaya FM,2026-05-27T13:53:41Z,2026,5,peninjauan kembali MA,institusional,putusan_kontroversial
l-2KJNAHT4I,Audi et Alteram Partem &amp; Hubungan KY-MA dalam Pengawasan Hakim,Binziad Kadafi,2026-03-29T00:11:18Z,2026,3,peninjauan kembali MA,institusional,putusan_kontroversial
9Sg38-mvWB4,"Nikita Mirzani Ajukan PK, Berkas Sudah Sampai MA dan Majelis Hakim Telah Ditunjuk",Pos Belitung,2026-08-29T00:00:27Z,2026,8,peninjauan kembali MA,institusional,putusan_kontroversial
x1G0fgPUCgc,Geger❗ Rieke Diah Pitaloka Minta MA Uji Ulang Kasus Nikita Mirzani❓ #reaction #nikitamirzani #viral,FKR PROJECT - Fadly Kamal Rasad,2026-09-07T02:00:15Z,2026,9,peninjauan kembali MA,institusional,putusan_kontroversial
HsI5QOBKs1o,"Rekonvensi Reza Gladys Digugurkan, Bagaimana Nasib PK Nikita Mirzani di MA?",PINKY KIKIM,2026-08-31T08:08:24Z,2026,8,peninjauan kembali MA,institusional,putusan_kontroversial
knAirFhbbZg,"Kasasi Ditolak, Artis Nikita Mirzani Tetap Dihukum 6 Tahun Penjara",kabarikaid,2026-03-14T16:06:52Z,2026,3,peninjauan kembali MA,institusional,putusan_kontroversial
0c_QIkcoaRg,Pembatasan Perkara di MA,Binziad Kadafi,2026-03-27T14:22:19Z,2026,3,peninjauan kembali MA,institusional,putusan_kontroversial
i29j3s6ujRA,KASASI DITOLAK MA! NIKITA MIRZANI DIDORONG SEGERA AJUKAN PK! ⚖️🎬,The Extra Row,2026-05-05T15:01:14Z,2026,5,peninjauan kembali MA,institusional,putusan_kontroversial
i2XZYQ1rp7Q,"Kuasa Hukum Kaget Isu Nikita Mirzani Bebas Agustus 2026, Tegaskan Masih Tunggu Putusan PK MA",TRIBUNWOW OFFICIAL,2026-07-29T01:19:04Z,2026,7,peninjauan kembali MA,institusional,putusan_kontroversial
FOqA-ImyMWQ,novum baru jadi dasar bebas murni di PK MA? #pencuriansaham,Arron Constantin,2026-09-05T10:38:29Z,2026,9,peninjauan kembali MA,institusional,putusan_kontroversial
4lsnEA--NSc,"Duga Nikita Mirzani Suap Hakim Rp4 Miliar, Reza Gladys Sambangi MA, Minta Perlindungan soal PK",Sriwijaya Post,2026-07-02T07:08:40Z,2026,7,peninjauan kembali MA,institusional,putusan_kontroversial
pRuNUdA99zU,Bongkar Mafia Peradilan? DPR RI Turun Tangan Kawal Kasus Putusan Janggal Hakim MA!,Buzzline ID,2026-06-25T11:13:48Z,2026,6,mafia peradilan,institusional,integritas_korupsi
zzCz6QkVLzc,"MAHKAMAH AGUNG DITUDING RUSAK HARAPAN BANGSA, KETERLALUAN!",MARETDUATUJUH,2026-08-23T07:51:22Z,2026,8,direktori putusan MA,institusional,layanan_digital_ux
FGBB2KTnl5w,"SPECIAL INTERVIEW: Akhirnya Mahkamah Agung Turun Tangan, Seluruh Prapid Roy &amp; Tifa Berakhir Sia-Sia",Cumicumi,2026-08-21T04:58:41Z,2026,8,direktori putusan MA,institusional,layanan_digital_ux
q_NDTCWIZj8,Tata Cara Pengunduhan Salinan Putusan/Penetapan Melalui e-Court,PA Tanjungpinang,2026-04-15T15:42:15Z,2026,4,tutorial e-court Indonesia,tutorial_website,layanan_digital_ux
RHrKKpeda80,"Panduan Lengkap Penggunaan E-Court untuk Pemula | Daftar, Bayar, &amp; Sidang Online",Pengadilan Negeri Sidoarjo Kelas 1A Khusus,2026-03-30T04:50:39Z,2026,3,tutorial e-court Indonesia,tutorial_website,layanan_digital_ux
Vhcyol20wqA,Tata Cara Pengambilan Salinan Putusan dan Penetapan Melalui e-Court,Pengadilan Agama Sengeti Official,2026-04-17T13:42:17Z,2026,4,tutorial e-court Indonesia,tutorial_website,layanan_digital_ux
dDjUkjRzugA,ALUR PENDAFTARAN PERKARA PERDATA MELALUI E-COURT (NON ADVOKAT),pengadilan negeri prabumulih,2026-04-07T04:15:36Z,2026,4,tutorial e-court Indonesia,tutorial_website,layanan_digital_ux
1sr3zwAiOUM,Alur Pengajuan Gugatan Sederhana Melalui e-Court,Pengadilan Negeri Sidoarjo Kelas 1A Khusus,2026-03-16T07:27:26Z,2026,3,tutorial e-court Indonesia,tutorial_website,layanan_digital_ux
BMdZMCEvv3U,Panduan Upload Bukti Persidangan Pada e-Court Mahkamah Agung RI | Pengadilan Negeri Jakarta Selatan,PN JAKARTA SELATAN,2026-07-31T04:00:06Z,2026,7,tutorial e-court Indonesia,tutorial_website,layanan_digital_ux
LveFyx4I6Qc,PA MTP : Video Edukasi Digital – Cara Mengunduh Putusan atau Penetapan melalui e-Court,Pengadilan Agama Martapura Kelas IA,2026-08-21T07:24:07Z,2026,8,tutorial e-court Indonesia,tutorial_website,layanan_digital_ux
qBhY1HAEQWs,Panduan Praktis Penggunaan e-Court dalam Layanan Pengadilan Negeri Malang | Micro Learning Latsar,Pengadilan Negeri Malang,2026-03-13T02:56:12Z,2026,3,tutorial e-court Indonesia,tutorial_website,layanan_digital_ux
TtkP9p4Boc0,Tutorial Penggunaan &amp; Pengaplikasian Aplikasi e-Court Mahkamah Agung RI di Pengadilan Agama Masohi,PA Masohi,2026-07-02T02:10:25Z,2026,7,tutorial e-court Indonesia,tutorial_website,layanan_digital_ux
ou9lFAAAiis,Cara bikin akun ecourt supaya bisa daftar gugatan online,Pengacara Santuy Official,2026-06-08T08:43:14Z,2026,6,tutorial e-court Indonesia,tutorial_website,layanan_digital_ux
RIW1b-jehvI,TUTORIAL PENDAFTARAN UPAYA HUKUM KASASI E-COURT,God Father,2026-05-03T00:28:04Z,2026,5,tutorial e-court Indonesia,tutorial_website,layanan_digital_ux
v8SajCYi2qI,TUTORIAL PENDAFTARAN PERKARA PERDATA PERMOHONAN MELALUI ECOURT,Pengadilan Negeri Ngawi,2026-03-25T07:31:09Z,2026,3,tutorial e-court Indonesia,tutorial_website,layanan_digital_ux
53VAh1HUu-4,PANDUAN MUDAH MENGUNDUH SALINAN PUTUSAN MELALUI E-COURT PADA PENGADILAN AGAMA SANGGAU,PA Sanggau (Official),2026-03-28T13:21:00Z,2026,3,tutorial e-court Indonesia,tutorial_website,layanan_digital_ux
Txbm_4Z5qy8,Tutorial Pendaftaran Gugatan dan Permohonan Melalui E-Court,Pengadilan Negeri Kab Kediri Kelas IA,2026-03-27T15:07:00Z,2026,3,cara daftar e-court,tutorial_website,layanan_digital_ux
twCsqxwGst0,Tutorial Alur Pendaftaran Perkara e-Court Mahkamah Agung RI,Pengadilan Agama Kota Madiun,2026-03-16T06:34:55Z,2026,3,cara daftar e-court,tutorial_website,layanan_digital_ux
I2spTnOb4U0,DOKUMEN WAJIB UNTUK PENDAFTARAN GUGATAN VIA E-COURT MAHKAMAH AGUNG,Pengadilan Tata Usaha Negara Serang,2026-06-05T02:45:05Z,2026,6,cara daftar e-court,tutorial_website,layanan_digital_ux
u6Cx-f6WPn0,E-Court Pendaftaran Perkara,Belajar Hukum,2026-08-14T13:58:29Z,2026,8,cara daftar e-court,tutorial_website,layanan_digital_ux
o5oarbeycGM,Tutorial Scan Barcode SIPP Web,Pengadilan Agama Ngawi,2026-04-10T08:58:51Z,2026,4,tutorial SIPP pengadilan,tutorial_website,layanan_digital_ux
CiFdsCJBrNs,Tutorial Update Profil Aplikasi Sipp,DIGITALBELAJARDOTCOM,2026-07-21T09:34:30Z,2026,7,cara pakai aplikasi SIPP,tutorial_website,layanan_digital_ux
-hwrJLT3fBA,Perawat Wajib Tahu! Begini Cara Mudah Ajukan SIPP di Penajam Paser Utara,DPMPTSP KAB. Penajam Paser Utara,2026-06-22T00:22:51Z,2026,6,cara pakai aplikasi SIPP,tutorial_website,layanan_digital_ux
4phBnx_97Sc,Tutorial Daftar Akun SIPP BPJS KETENAGAKERJAAN,Riza Ketenagakerjaan111,2026-06-08T10:15:10Z,2026,6,cara pakai aplikasi SIPP,tutorial_website,layanan_digital_ux
PmZyGjOEhZI,Inovasi SIPASTI (Sistem Digitalisasi Penginputan Data Saksi Terintegrasi SIPP),PA Banjarbaru TV,2026-03-17T01:14:24Z,2026,3,cara pakai aplikasi SIPP,tutorial_website,layanan_digital_ux
Op8O6JBblbE,"Hakim Mahkamah Agung Terjerat OTT KPK Kasus Dugaan Suap, Diduga Terima Uang Sebesar Rp 800 Juta",Tribunnews,2022-09-23T14:06:00Z,2022,9,suap Mahkamah Agung,institusional,integritas_korupsi
LKdND6KMoiw,KPK OTT Hakim Agung Mahkamah Agung terkait Korupsi dan Suap Pungutan Penanganan Perkara,Tribunnews,2022-09-22T14:30:05Z,2022,9,suap Mahkamah Agung,institusional,integritas_korupsi
bQk3a3Bac9w,Kronologi Kasus Dugaan Suap di Mahkamah Agung #iNewsRoom 23/09,Official iNews,2022-09-23T14:05:37Z,2022,9,suap Mahkamah Agung,institusional,integritas_korupsi
N8-M-Abxkns,"KPK OTT Hakim Agung soal Pengurusan Perkara di Mahkamah Agung: Menyedihkan, Keadilan Ditukar Uang",Tribunnews,2022-09-22T13:27:21Z,2022,9,suap Mahkamah Agung,institusional,integritas_korupsi
r2wEMHxy0N8,🔴 Brankas Unik Berisi Uang Korupsi Suap Mahkamah Agung Disita KPK,Tribun Pontianak,2022-09-23T13:51:17Z,2022,9,suap Mahkamah Agung,institusional,integritas_korupsi
Ebq0ohoqrLI,BREAKING NEWS - OTT KPK Terkait Kasus Dugaan Suap di Mahkamah Agung,KOMPASTV,2022-09-22T20:56:18Z,2022,9,suap Mahkamah Agung,institusional,integritas_korupsi
iMEQO3zDkkg,Ketua Mahkamah Agung Sedih Dua Hakimnya Terjerat Kasus Dugaan Suap - ROSI,KOMPASTV,2022-11-21T11:09:35Z,2022,11,suap Mahkamah Agung,institusional,integritas_korupsi
jAY-BDtCxo8,[FULL] Kronologi OTT KPK Kasus Suap hingga Hakim Agung MA Ditetapkan Tersangka,MerdekaDotCom,2022-09-23T07:40:43Z,2022,9,suap Mahkamah Agung,institusional,integritas_korupsi
R7h2ocVYBDI,🔴 LIVE  - 6 Orang Ditahan KPK Terkait Dugaan Suap di Mahkamah Agung,Kompas.com,2022-09-22T22:11:42Z,2022,9,suap Mahkamah Agung,institusional,integritas_korupsi
WPYdYQew87o,"KPK Ungkap 10 Nama Tersangka dalam Kasus Suap di Mahkamah Agung, Berikut Selengkapnya!",KOMPASTV BENGKULU,2022-09-23T01:39:04Z,2022,9,suap Mahkamah Agung,institusional,integritas_korupsi
0Ej_E_S94pk,KPK Tahan 6 Tersangka Suap Mahkamah Agung | Liputan6,Liputan6,2022-09-23T04:29:02Z,2022,9,suap Mahkamah Agung,institusional,integritas_korupsi
l1s6W3-HS58,KPK OTT Hakim Mahkamah Agung Terkait Dugaan Suap,Harian Kompas,2022-09-22T11:50:48Z,2022,9,suap Mahkamah Agung,institusional,integritas_korupsi
bgt76zCZIyo,"Suap Mahkamah Agung, KPK Tetapkan 10 Tersangka #SeputariNewsPagi 24/09",Seputar iNews RCTI,2022-09-24T01:47:27Z,2022,9,suap Mahkamah Agung,institusional,integritas_korupsi
djhe9K6Xuss,Sinergi MA dan KY Jadi Kunci Berantas Mafia Peradilan,METRO TV ,2022-11-18T02:35:39Z,2022,11,mafia peradilan,institusional,integritas_korupsi
B-bC8z73DCk,Bongkar Mafia Peradilan di Mahkamah Agung - Editorial View,CNN Indonesia,2022-09-26T01:30:16Z,2022,9,mafia peradilan,institusional,integritas_korupsi
Od1xrharbl0,"Korupsi MA, Mahfud Sebut Aparat Penegak Hukum Sarang Mafia",Harian Kompas,2022-09-23T07:00:12Z,2022,9,mafia peradilan,institusional,integritas_korupsi
pNuOzvfIeBs,"Mahfud MD Bicara Soal Mafia Hukum, Saat Ditanya Soal OTT KPK di Mahkamah Agung",KOMPASTV,2022-09-23T02:25:55Z,2022,9,mafia peradilan,institusional,integritas_korupsi
tMhBzWMI89s,58 Hakim Mengikuti Pelatihan Kode Etik &amp; Pedoman Perilaku Hakim Bersama Komisi Yudisial - MA NEWS,KOMPASTV,2022-07-21T04:25:15Z,2022,7,kode etik hakim agung,institusional,integritas_korupsi
J0fu4aA0o0k,Membedah Seleksi Ketat Calon Hakim Agung dan AD HOC di MA | Kominfo Newsroom 3/3,Ditjen Komunikasi Publik dan Media,2022-09-05T13:15:02Z,2022,9,kode etik hakim agung,institusional,integritas_korupsi
jKPFjUqL-4I,Kuasa Hukum Kuat Ma’ruf Sebut Hakim Langgar Kode Etik,Harian Kompas,2022-12-09T05:48:39Z,2022,12,kode etik hakim agung,institusional,integritas_korupsi
PaVDdy9YvbA,"KPK Amankan Rp2,2 miliar dalam OTT Hakim Agung MA",Bisniscom,2022-09-23T04:03:15Z,2022,9,OTT hakim agung,institusional,integritas_korupsi
iTbkvt-Ei2E,"KPK OTT Hakim Agung soal Pengurusan Perkara di Mahkamah Agung: Menyedihkan, Keadilan Ditukar Uang",Tribun Banten,2022-09-23T06:28:06Z,2022,9,OTT hakim agung,institusional,integritas_korupsi
p4aoMzijjXg,[Full] Penjelasan Lengkap KPK Tahan Hakim Agung Sudrajad Dimyati Terkait OTT di Mahkamah Agung,KOMPASTV,2022-09-23T11:50:17Z,2022,9,OTT hakim agung,institusional,integritas_korupsi
x-K9BCWmVOA,KPK OTT Hakim Terkait Perkara di MA,CNN Indonesia,2022-09-22T13:36:15Z,2022,9,OTT hakim agung,institusional,integritas_korupsi
EyjqcAfRljE,"Pertama Kalinya Hakim Agung Terjaring OTT di MA, KPK Mengaku Prihatin: Ini Sangat Menyedihkan",Tribunnews,2022-09-23T07:23:10Z,2022,9,OTT hakim agung,institusional,integritas_korupsi
KpUhee8r6dQ,KRONOLOGI KPK OTT HAKIM AGUNG SOAL PENGURUSAN PERKARA DI MAHKAMAH AGUNG,Tribun Jogja Official,2022-09-23T03:30:12Z,2022,9,OTT hakim agung,institusional,integritas_korupsi
Q1jPlBfYuXE,Direktori Putusan Mahkamah Agung Berhasil Kumpulkan 7 Juta Putusan - MA NEWS,KOMPASTV,2022-07-09T03:30:22Z,2022,7,putusan Mahkamah Agung,institusional,putusan_kontroversial
OFvKTMaI9s0,Cari Putusan melalui Direktori Putusan Mahkamah Agung RI,pratama01,2022-05-23T14:57:56Z,2022,5,putusan Mahkamah Agung,institusional,putusan_kontroversial
bm7SfHkmieY,Inilah Cara Mendapatkan Informasi Perkara di Mahkamah Agung,Humas Mahkamah Agung RI,2022-06-15T09:47:07Z,2022,6,putusan Mahkamah Agung,institusional,putusan_kontroversial
UrezU-Zx7yg,Apakah Mahkamah Agung Punya Kewenangan untuk Mengadili Hak Uji Pendapat? - MA NEWS,KOMPASTV,2022-08-05T08:14:55Z,2022,8,putusan Mahkamah Agung,institusional,putusan_kontroversial
qbbPlMeStAU,Aplikasi Direktori Putusan dan Sistem Info Perkara Mahkamah Agung,Pengadilan Negeri Tanah Grogot,2022-11-24T01:19:22Z,2022,11,putusan Mahkamah Agung,institusional,putusan_kontroversial
fHtT1ndYygE,8 Nilai Utama Mahkamah Agung RI,Pengadilan Tinggi Gorontalo - Official,2022-10-18T00:56:24Z,2022,10,putusan Mahkamah Agung,institusional,putusan_kontroversial
jD_IfRsUrE0,Tutorial Pencarian Putusan Pengadilan Agama Sambas  Di Direktori Putusan Mahkamah Agung,Pengadilan Agama Sambas,2022-08-03T19:34:25Z,2022,8,putusan Mahkamah Agung,institusional,putusan_kontroversial
xF7bAN-5Oa0,Ahli Waris Tuntut Pelindo I Melaksanakan Putusan MAHKAMAH AGUNG Atas Lahan Yang Mereka Kuasai,TKP Belawan,2022-07-12T10:02:49Z,2022,7,putusan Mahkamah Agung,institusional,putusan_kontroversial
E550-JMgF44,Mahkamah Agung Hadirkan Inovasi Direktori Putusan Versi Mobile - MA NEWS,KOMPASTV,2022-10-27T07:28:07Z,2022,10,putusan Mahkamah Agung,institusional,putusan_kontroversial
nh6QW3mf4lQ,Putusan Mahkamah Agung R.I. Nomor 67 K/Sip/1975 tanggal 13 Mei 1975,FJP Litigator Learning Center,2022-11-02T10:37:06Z,2022,11,putusan Mahkamah Agung,institusional,putusan_kontroversial
F-GgjwYQsnk,Putusan Mahkamah Agung No. 1357 K/Pid/2015,FJP Litigator Learning Center,2022-10-17T10:40:24Z,2022,10,putusan Mahkamah Agung,institusional,putusan_kontroversial
bZdqtd4J0Yo,Putusan Mahkamah Agung Pada Perkara Permohonan Suntik Mati di Lhokseumawe,Serambinews,2022-08-23T12:18:16Z,2022,8,putusan Mahkamah Agung,institusional,putusan_kontroversial
t_uT4eINO6o,"Masyarakat Indonesia Wajib Tahu! Berikut Tugas, Fungsi Hingga Peran Mahkamah Agung Bagi Negara",KOMPASTV,2022-06-18T07:51:05Z,2022,6,putusan Mahkamah Agung,institusional,putusan_kontroversial
fT6tdA6TkwI,"Vonis Hakim Kasus Binomo Lebih Rendah dari Tuntutan Jaksa, Apa Kata Ketua MA? - ROSI",KOMPASTV,2022-11-21T11:09:09Z,2022,11,vonis MA,institusional,putusan_kontroversial
hxOkZZXndf4,"Pangkas Vonis Edhy Prabowo, ICW: Putusan MA Tak Beralasan!",KOMPASTV,2022-03-11T14:31:55Z,2022,3,vonis MA,institusional,putusan_kontroversial
vLgzfbFh-Iw,MA Sunat Vonis Edhy Prabowo Jadi Lima Tahun Penjara  #iNewsPagi 11/03,Official iNews,2022-03-11T03:14:26Z,2022,3,vonis MA,institusional,putusan_kontroversial
iobp7g_kv-4,"Vonis Dipangkas, MA Nilai Edhy Prabowo Berjasa Cabut Aturan Susi Pudjiastuti",MerdekaDotCom,2022-03-10T02:57:57Z,2022,3,vonis MA,institusional,putusan_kontroversial
HuqSMEUEwiU,"Tranparansi Peradilan, Direktori Putusan MA Berhasil Kumpulkan Lebih dari 7 Juta Putusan - MA NEWS",KOMPASTV,2022-07-14T06:20:51Z,2022,7,vonis MA,institusional,putusan_kontroversial
LJ17FgqOZq8,"MA Sunat Vonis Edhy Prabowo Karena Kerja Baik, Pakar Hukum: Alasan Tak Masuk Akal #iNewsPrime 10/03",Official iNews,2022-03-10T16:37:22Z,2022,3,vonis MA,institusional,putusan_kontroversial
AwZkhr8zgW4,"Bekerja Baik Sebagai Menteri, MA Sunat Vonis Edhy Prabowo Jadi 5 Tahun Penjara #iNewsSore 10/03",Official iNews,2022-03-10T11:19:41Z,2022,3,vonis MA,institusional,putusan_kontroversial
BssDHg29M50,Lagi-lagi MA Potong Vonis Koruptor,METRO TV ,2022-04-08T16:41:04Z,2022,4,vonis MA,institusional,putusan_kontroversial
atnTxUn72i8,Vonis MA Lebih Ringan DIbanding Tuntutan JPU 12 Tahun,KOMPASTV BALIKPAPAN,2022-07-08T06:43:03Z,2022,7,vonis MA,institusional,putusan_kontroversial
wCorP2ctVn8,"MA Capai Putusan Perkara Terbanyak 99,10%",BeritaSatu,2022-02-22T12:03:29Z,2022,2,vonis MA,institusional,putusan_kontroversial
-8HFowNHEFw,Ketua MA Bakal Pidanakan Hakim Agung jika Pangkas Vonis Koruptor,Kompascom Reporter on Location,2022-11-18T10:40:30Z,2022,11,vonis MA,institusional,putusan_kontroversial
47BnRu29dww,Putusan MA Pangkas Hukuman Edhy Prabowo Tuai Kritik,Kompas.com,2022-03-11T11:07:49Z,2022,3,vonis MA,institusional,putusan_kontroversial
yIx48ZW3AJ0,MA Berikan Vonis Selebgram Alnaura 2 Tahun Penjara,Lingkaran. Id,2022-12-10T09:31:42Z,2022,12,vonis MA,institusional,putusan_kontroversial
